10_100010849_100010849	1
10_100017532_100017532	1
10_100017564_100017564	1
10_100020867_100020867	1
10_100150807_100150807	1
10_100167409_100167409	1
10_100174893_100174893	1
10_100184105_100184105	1
10_100202908_100202908	1
10_100219358_100219358	1
10_100219420_100219420	1
10_100242387_100242387	1
10_100249790_100249790	1
10_100249961_100249961	1
10_100453732_100453732	1
10_100503679_100503679	1
10_100503807_100503807	1
10_100904072_100904072	1
10_101163359_101163359	1
10_101165568_101165568	1
10_101180425_101180425	1
10_101292903_101292903	1
10_101371062_101371062	1
10_101373516_101373516	1
10_101439456_101439456	1
10_101448453_101448453	1
10_101483881_101483881	1
10_101487152_101487152	1
10_101506961_101506961	1
10_101507013_101507013	1
10_101551949_101551949	1
10_101553262_101553262	1
10_101553386_101553386	1
10_101553429_101553429	1
10_101560243_101560243	1
10_101560294_101560294	1
10_101567939_101567939	1
10_101577047_101577047	1
10_101577059_101577059	1
10_101577169_101577169	1
10_101578909_101578909	1
10_101590658_101590658	1
10_101604035_101604035	1
10_101606769_101606769	1
10_101610571_101610571	1
10_101639913_101639913	1
10_101646058_101646058	1
10_101648595_101648595	1
10_101658536_101658536	1
10_101667797_101667797	1
10_101668919_101668919	1
10_101716321_101716321	1
10_101802316_101802316	1
10_101814210_101814210	1
10_101816775_101816775	1
10_101953859_101953859	1
10_101964788_101964788	1
10_101989136_101989136	1
10_101996875_101996875	1
10_102003456_102003456	1
10_102016029_102016029	1
10_102020080_102020080	1
10_102046392_102046392	1
10_102051084_102051084	1
10_102052722_102052722	1
10_102054255_102054255	1
10_102056007_102056007	1
10_102056910_102056911	1
10_102057278_102057278	1
10_102058286_102058286	1
10_102089016_102089016	1
10_102112266_102112266	1
10_102238802_102238802	1
10_102240835_102240835	1
10_102240922_102240922	1
10_102242085_102242085	1
10_102250473_102250473	1
10_102250641_102250641	1
10_102262014_102262014	1
10_102265097_102265097	1
10_102265818_102265818	1
10_102289588_102289588	1
10_102296374_102296374	1
10_102304885_102304885	1
10_102509645_102509645	1
10_102683806_102683806	1
10_102684367_102684367	1
10_102737436_102737436	1
10_102738581_102738581	1
10_102738986_102738986	1
10_102740561_102740561	1
10_102743263_102743263	1
10_102743476_102743476	1
10_102746842_102746842	1
10_102748384_102748384	1
10_102748530_102748530	1
10_102748820_102748820	1
10_102749068_102749068	1
10_102749184_102749184	1
10_102749597_102749597	1
10_102750253_102750253	1
10_102752964_102752964	1
10_102762653_102762653	1
10_102765370_102765370	1
10_102778030_102778032	1
10_102781643_102781643	1
10_102782017_102782017	1
10_102796287_102796287	1
10_102796577_102796577	1
10_102796809_102796809	1
10_102822322_102822322	1
10_103292165_103292165	1
10_103294466_103294466	1
10_103310425_103310425	1
10_103310613_103310613	1
10_103339473_103339473	1
10_103340141_103340141	1
10_103342592_103342592	1
10_103344397_103344397	1
10_103345940_103345944	1
10_103354427_103354427	1
10_103360469_103360487	1
10_103360998_103360998	1
10_103369129_103369129	1
10_103369157_103369157	1
10_103531285_103531285	1
10_103534624_103534624	1
10_103543138_103543138	1
10_103543176_103543176	1
10_103547249_103547249	1
10_103559164_103559164	1
10_103587107_103587107	1
10_103588871_103588871	1
10_103609579_103609579	1
10_103751747_103751747	1
10_103769710_103769710	1
10_103827236_103827236	1
10_103827479_103827479	1
10_103868895_103868895	1
10_103869358_103869358	1
10_103869816_103869818	1
10_103899130_103899130	1
10_103899602_103899602	1
10_103900024_103900024	1
10_103900537_103900537	1
10_103901072_103901072	1
10_103906522_103906522	1
10_103906523_103906523	1
10_103906688_103906688	1
10_103908643_103908643	1
10_103919236_103919236	1
10_103920176_103920176	1
10_103991408_103991408	1
10_104117792_104117792	1
10_104120011_104120011	1
10_104120816_104120816	1
10_104126189_104126189	1
10_104126288_104126288	1
10_104126871_104126871	1
10_104128985_104128985	1
10_104129096_104129096	1
10_104130646_104130646	1
10_104136340_104136340	1
10_104142011_104142011	1
10_104157351_104157351	1
10_104158313_104158313	1
10_104164771_104164771	1
10_104171540_104171540	1
10_104173925_104173925	1
10_104175843_104175843	1
10_104181664_104181664	1
10_104182041_104182041	1
10_104184052_104184052	1
10_104184552_104184552	1
10_104196361_104196361	1
10_104230462_104230462	1
10_104233597_104233597	1
10_104240932_104240932	1
10_104244091_104244091	1
10_104244092_104244092	1
10_104248061_104248061	1
10_104268858_104268862	1
10_104269144_104269144	1
10_104356870_104356870	1
10_104356871_104356871	1
10_104356882_104356882	1
10_104356885_104356885	1
10_104374997_104374997	1
10_104377121_104377121	1
10_104415002_104415002	1
10_104445628_104445628	1
10_104459079_104459083	1
10_104491916_104491916	1
10_104572806_104572806	1
10_104572808_104572808	1
10_104595135_104595135	1
10_104629793_104629797	1
10_104636758_104636758	1
10_104638597_104638597	1
10_104650305_104650305	1
10_104849510_104849510	1
10_104849561_104849561	1
10_104855757_104855757	1
10_104855774_104855774	1
10_104857138_104857138	1
10_105107200_105107200	1
10_105108463_105108463	1
10_105108658_105108658	1
10_105128142_105128142	1
10_105133381_105133381	1
10_105139678_105139678	1
10_105143170_105143170	1
10_105147102_105147102	1
10_105147837_105147837	1
10_105158277_105158277	1
10_105176296_105176296	1
10_105177685_105177685	1
10_1051792_1051792	1
10_105184791_105184791	1
10_105184838_105184838	1
10_105187057_105187057	1
10_105197799_105197799	1
10_105200545_105200545	1
10_105201608_105201608	1
10_105201671_105201671	1
10_105203111_105203111	1
10_105204434_105204434	1
10_105207017_105207017	1
10_105207018_105207018	1
10_105209357_105209358	1
10_105209640_105209640	1
10_105215335_105215335	1
10_105218049_105218049	1
10_105344441_105344441	1
10_105349248_105349248	1
10_105362130_105362130	1
10_105362486_105362486	1
10_105642562_105642562	1
10_1056467_1056467	1
10_105750410_105750410	1
10_105752921_105752921	1
10_105758953_105758953	1
10_105759643_105759643	1
10_105762533_105762533	1
10_105763273_105763273	1
10_105765362_105765362	1
10_105793158_105793158	1
10_105793770_105793770	1
10_105793986_105793986	1
10_105798278_105798278	1
10_105800836_105800836	1
10_105807576_105807576	1
10_105815739_105815739	1
10_105816709_105816709	1
10_105816977_105816977	1
10_105824236_105824236	1
10_105836203_105836203	1
10_105890090_105890090	1
10_105900610_105900610	1
10_105903290_105903290	1
10_105923963_105923963	1
10_105926252_105926252	1
10_105927548_105927548	1
10_105947279_105947279	1
10_105965779_105965779	1
10_105967430_105967430	1
10_105967454_105967454	1
10_105971870_105971870	1
10_105978538_105978538	1
10_105991926_105991926	1
10_105992025_105992025	1
10_106039129_106039129	1
10_106118090_106118090	1
10_106121736_106121736	1
10_106121768_106121768	1
10_106121786_106121786	1
10_106128221_106128221	1
10_106130828_106130828	1
10_106139912_106139912	1
10_106159081_106159081	1
10_106160569_106160569	1
10_1061760_1061760	1
10_106207464_106207464	1
10_106401608_106401608	1
10_106602606_106602606	1
10_106899248_106899248	1
10_106959809_106959809	1
10_106960983_106960983	1
10_106974204_106974204	1
10_106974318_106974318	1
10_106974372_106974372	1
10_106976671_106976671	1
10_107005415_107005415	1
10_107012560_107012560	1
10_107012705_107012705	1
10_1070485_1070485	1
10_1070486_1070486	1
10_108380333_108380333	1
10_108412127_108412127	1
10_108432674_108432674	1
10_108434902_108434902	1
10_108437063_108437063	1
10_108447970_108447970	1
10_108459007_108459007	1
10_108521427_108521427	1
10_1088710_1088710	1
10_108923857_108923857	1
10_111629697_111629697	1
10_111630462_111630462	1
10_111633190_111633190	1
10_111637560_111637560	1
10_111643830_111643830	1
10_111892133_111892133	1
10_111893213_111893213	1
10_111893324_111893324	1
10_112038952_112038952	1
10_112055179_112055179	1
10_112057342_112057342	1
10_112266837_112266837	1
10_112352840_112352840	1
10_112356138_112356138	1
10_112356236_112356236	1
10_112359568_112359568	1
10_112359601_112359601	1
10_112641058_112641058	1
10_112647424_112647424	1
10_112767451_112767451	1
10_112838190_112838190	1
10_112838877_112838877	1
10_11312646_11312646	1
10_11317030_11317030	1
10_11330508_11330508	1
10_11356200_11356200	1
10_11371015_11371015	1
10_113915605_113915605	1
10_113916957_113916957	1
10_113924304_113924304	1
10_113928195_113928195	1
10_114045838_114045838	1
10_114045841_114045841	1
10_114053581_114053581	1
10_114059328_114059328	1
10_114061818_114061818	1
10_114136155_114136155	1
10_114154671_114154672	1
10_114169343_114169343	1
10_114181369_114181369	1
10_114187133_114187133	1
10_114204892_114204892	1
10_114205228_114205228	1
10_114220303_114220303	1
10_114224405_114224405	1
10_114900898_114900898	1
10_114900937_114900937	1
10_114911614_114911614	1
10_114917771_114917771	1
10_114919733_114919733	1
10_114925524_114925524	1
10_114925686_114925686	1
10_1151070_1151070	1
10_115312952_115312952	1
10_115337747_115337747	1
10_115341693_115341693	1
10_115341894_115341894	1
10_115343075_115343075	1
10_115345641_115345641	1
10_115348071_115348071	1
10_115349527_115349527	1
10_115352004_115352004	1
10_115364521_115364521	1
10_115364611_115364611	1
10_115364619_115364619	1
10_115372075_115372075	1
10_115374675_115374675	1
10_115375543_115375543	1
10_115381819_115381819	1
10_115381841_115381841	1
10_115412741_115412741	1
10_115412786_115412786	1
10_115413797_115413797	1
10_115422528_115422528	1
10_115423645_115423645	1
10_115489076_115489076	1
10_115534688_115534688	1
10_115595057_115595057	1
10_115602067_115602067	1
10_115605613_115605613	1
10_115608868_115608868	1
10_115608928_115608928	1
10_115609073_115609073	1
10_115609123_115609123	1
10_115609978_115609978	1
10_115612533_115612533	1
10_115612848_115612848	1
10_115636390_115636390	1
10_115636685_115636685	1
10_115657885_115657885	1
10_115663500_115663500	1
10_115804365_115804365	1
10_115804369_115804369	1
10_115889686_115889686	1
10_115889734_115889734	1
10_115894793_115894793	1
10_115963913_115963913	1
10_115970686_115970686	1
10_115970722_115970722	1
10_115973163_115973163	1
10_115973388_115973388	1
10_115977349_115977349	1
10_115980331_115980331	1
10_115980643_115980643	1
10_115981148_115981148	1
10_116014686_116014686	1
10_116037718_116037718	1
10_116038637_116038637	1
10_116045864_116045864	1
10_116045950_116045950	1
10_116048688_116048688	1
10_116048905_116048905	1
10_116057018_116057018	1
10_116060273_116060273	1
10_116073725_116073725	1
10_116073828_116073828	1
10_116092991_116092991	1
10_116199865_116199865	1
10_116200824_116200824	1
10_116227943_116227943	1
10_116232841_116232841	1
10_116233694_116233694	1
10_116307551_116307551	1
10_116331060_116331060	1
10_116417761_116417761	1
10_116602827_116602827	1
10_116606360_116606360	1
10_116614960_116614960	1
10_116615058_116615058	1
10_116620508_116620508	1
10_116702394_116702394	1
10_116710870_116710870	1
10_116734842_116734842	1
10_116734877_116734877	1
10_116735012_116735012	1
10_116735069_116735069	1
10_116853811_116853811	1
10_116879977_116879977	1
10_116887420_116887420	1
10_1170218_1170218	1
10_1170270_1170270	1
10_117154258_117154258	1
10_117309065_117309065	1
10_117607475_117607475	1
10_117825095_117825095	1
10_118030598_118030598	1
10_118084584_118084584	1
10_118187572_118187572	1
10_118196279_118196279	1
10_118202689_118202689	1
10_118231296_118231296	1
10_118306831_118306831	1
10_118310752_118310752	1
10_118310756_118310756	1
10_118315641_118315641	1
10_118318628_118318628	1
10_118320980_118320980	1
10_118354325_118354325	1
10_118355795_118355795	1
10_118364988_118364988	1
10_118424407_118424407	1
10_118434279_118434289	1
10_118434331_118434331	1
10_118434685_118434685	1
10_118435951_118435951	1
10_118439145_118439145	1
10_118443337_118443337	1
10_118466720_118466720	1
10_118719661_118719661	1
10_118891798_118891798	1
10_118892003_118892004	1
10_11894120_11894120	1
10_119001179_119001179	1
10_119014975_119014975	1
10_119015177_119015177	1
10_119029966_119029966	1
10_119043024_119043024	1
10_119043258_119043258	1
10_119044045_119044045	1
10_119049705_119049705	1
10_119302865_119302865	1
10_119799864_119799864	1
10_119800004_119800004	1
10_119800015_119800015	1
10_119805522_119805522	1
10_12001336_12001336	1
10_12006061_12006061	1
10_12021076_12021076	1
10_120353993_120353993	1
10_120354269_120354269	1
10_120454689_120454689	1
10_120489848_120489848	1
10_120513863_120513863	1
10_12077302_12077302	1
10_12077447_12077447	1
10_120790031_120790031	1
10_120797856_120797856	1
10_120810736_120810736	1
10_120810775_120810775	1
10_120816349_120816349	1
10_120816482_120816482	1
10_120819086_120819086	1
10_120833283_120833283	1
10_120867686_120867686	1
10_120883003_120883003	1
10_121199289_121199289	1
10_121207709_121207709	1
10_121212822_121212822	1
10_12131065_12131065	1
10_121335242_121335242	1
10_121335245_121335245	1
10_12133625_12133625	1
10_121341664_121341664	1
10_121347656_121347656	1
10_12139826_12139826	1
10_12143137_12143137	1
10_121436510_121436510	1
